"user.assessmentUid","runId","user.grade","b-3-4-4","b-3-4-11","b-3-4-17","a-3-4-19","a-3-4-12","b-3-4-10","b-3-4-20","b-5-6-9","a-5-6-15","a-3-4-13","b-3-4-18","b-3-4-8","b-5-6-1","b-3-4-9","b-3-4-1","b-3-4-14","b-3-4-7","b-3-4-13","b-3-4-2","b-3-4-6","b-3-4-19","a-5-6-3","a-5-6-16","b-3-4-5","b-5-6-17","b-3-4-15","b-3-4-16","b-3-4-12","b-3-4-3","b-5-6-12","a-3-4-17","a-5-6-17","a-3-4-14","b-5-6-11","b-5-6-16","a-5-6-5","a-3-4-4","a-5-6-20","a-5-6-4","a-3-4-2","a-3-4-9","b-5-6-4","a-5-6-12","b-5-6-20","b-5-6-8","b-5-6-13","a-5-6-11","b-5-6-10","a-5-6-14","a-3-4-15","a-3-4-6","a-3-4-7","b-5-6-18","a-5-6-8","a-3-4-5","a-3-4-8","b-5-6-6","b-5-6-3","a-3-4-16","a-3-4-11","b-5-6-2","a-5-6-9","a-5-6-6","a-5-6-1","a-5-6-13","b-5-6-5","b-5-6-15","b-5-6-14","a-5-6-18","a-3-4-3","a-5-6-19","a-3-4-1","a-5-6-7","a-5-6-10","a-3-4-10","a-3-4-20","b-5-6-7","a-3-4-18","a-5-6-2","b-5-6-19","b-5-6-19m"
"2sun81VbXBZpCJfUjjLe2Q1VNNg2","qNsQGCVnWOkf5xp9ckSK","3","1","1","1",".",".","1","1","0","1",".","1","1",".","0","1","0","1","1","1","1","0",".",".","1",".","1","0","0","1","0",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".","0",".",".","1",".",".",".",".","."
"kYClXTbN76eadx0XBG2DZzd7bA43","EfZ1ncv1q9evN49d83DG","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","0","1","0",".",".","1",".","1","0","1","1",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1","1",".",".",".","0",".",".",".","1",".",".",".",".",".","0",".",".","1",".",".",".",".","."
"4aAEL6gpDCYMR7mlddWVv18AlYg1","36Azjw0zLIFTQhP6l5Ex","3","0","1","1",".",".","1","1",".","1",".","1","0",".","1","1","0","1","0","1","1","1",".",".","1",".","0","0","0","1",".",".",".","1","1",".","0","1",".","1",".",".",".",".",".",".",".",".",".",".",".",".","1","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"DBzUc49TXMOqSWzKcyY5G6pVnUo1","J1S5nHMTmq1aicDPMG4S","3","1","0","1",".",".","0","1",".",".",".","0","1","1","0","1","0","1","1","1","0","0",".",".","0",".","0","0","1","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".","0",".","0",".","0",".",".",".",".",".",".","1",".",".",".",".","."
"f49K1nESnYUtw2vC99KolYJ1SJ32","5WqDCQWBkXSV0eN9gVvS","2","0","0","1",".","0","0","1",".",".",".","0","0",".","1","1","0","0","0","1","1","0",".",".","0",".","1","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","0",".",".",".",".",".",".",".",".","0",".",".",".","1",".",".","1","1",".",".",".",".","0",".",".",".","1","."
"FcqcJxKOknbKjWq3OWWBKlY5djj1","Dq7fMxwAiDBTYdqJpDxl","7","1","1","1",".",".","1","1",".",".",".","1","1","1","1","1","1","1","1","1","0","1",".",".","1","1","1","1","1","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".","1",".",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","."
"x6RvLlP0HTekitA7kCkOrWcrUSS2","ieoGv8qObiqzskv0fjgu","3","1","1","0",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".","0","0",".","1","0","1","1","0",".",".",".",".",".","0",".",".",".",".","1",".","1",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".","."
"rysG8EiVNVZ6G5niuKVuXIwmi072","FNRLFIvO5UDEeejJRoRX","7","0","1","1",".",".","1","1",".",".",".","0","0","1","1","1","1","1","1","0","0","1",".",".","1",".","1","1","1","1","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".","."
"BsFEThC1k9XaaxUeoN8x36BNKLF3","ux8JxzLkUZNmWYznSQlh","2","1","1","1","1",".","0","1",".",".",".","1","1",".","1","1","1","1","0","1","1","0",".",".","1",".","0","0","1","1",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".","0",".",".","."
"zsruj07PkKhDFB1QZscPiukQmil1","wKyzhoUUS6UMCwebLwu0","1","0","0","0","1",".","0","0",".",".",".","0","1",".","1","0","0","0","0","0","0","0",".",".","0",".","1","0","1","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".",".","0",".","1",".",".",".",".",".","1","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"tM7S8KNX6TSjcVEOFDSCBLOrMDq1","2zBaudxB0vi2gT9Xmjxm","2","1","0","1",".",".","1","1",".",".",".","1","0",".","1","1","1","1","0","0","1","0",".",".","1",".","0","0","0","1",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".","0",".",".",".","1",".","1","0",".",".",".",".","1",".",".",".",".",".",".","0",".","."
"FimMXOaghOPinhzEkBsPlsbv6552","P8XGHKLzMJFcSTJckurR","2","0","0","0","1",".","1","1",".","1",".","1","0",".","1","1","0","0","1","1","0","1",".",".","1",".","1","0","0","0","1",".",".","1",".",".",".",".",".",".",".","1",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".","."
"L7OoK2pmDfdwz81RdgrY6pi0g9B3","lfxKfJsxEmzFrs3mOUkU","3","1","0","1",".",".","0","0",".",".",".","0","1","0","0","1","0","1","0","1","1","0",".",".","0",".","0","0","0","0",".",".",".",".","0","1","0",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".",".","."
"20BPtj3MwZYwmy4o3rlXEcCCYJh1","qrKR0FaUEBDGfqW48Mh6","3","1","0","1",".",".","1","0",".",".",".","0","1","0","1","1","0","1","1","0","0","0",".",".","1","0","1","0","0","0",".",".","0","0",".","0",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".","."
"d9SPw6ot7zUA20NtBvcJFXM7nJS2","q4aziFsfAjvoiTrdjyqo","2","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","0",".",".","1","1","1","0","1","1",".",".",".",".",".",".","0","1","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".","1",".",".",".",".",".",".","0",".","."
"Mi5noRV5LtU14739MnAe50Fss6k2","00EKe69AyAnIINXUA0wf","6","0","0","1",".","0","1","1",".",".",".","1","0",".","1","1","1","1","1","1","0","0",".",".","1",".","1","1","0","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".","0",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".",".","0","."
"gq7FNDOBtPTi7YOFvZgERMoBNrh2","x9EzLi0yySeTzS2stTru","2","1","0","1",".",".","0","1","1",".",".","1","1",".","0","1","0","1","1","1","1","0",".",".","0",".","0","0","1","1",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".","0","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".","."
"2Qr1djQhtraT2u4NaKwL8MGSlSV2","QHHHLukHYr9SfAzbchgO","2","1","0","1","0",".","0","1",".",".",".","0","0",".","0","1","0","1","1","1","0","0",".","0","1",".","1","0","0","0","0",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".",".",".",".","0",".","."
"9j8FM4JzZwRazER27ZYTm1K0aPH2","maVxyX2W6gbUfQTuiFk7","8","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","0","1","1","1",".",".","1",".","1","1","1","1","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".","0",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".",".","1","1","1",".","."
"UNZ140MaeFdXkbMHQuGQxKwzlFA2","WGJE4hAeEiD8BMUohdfA","3","1","1","1",".",".","1","1",".",".",".","1","1","0","1","1","1","1","0","1","1","1",".",".","1",".","1","1","1","1",".",".","0",".",".","1",".","1","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".",".",".",".",".",".","1",".","."
"s4RWpjNADFPeVhC8Vkmth5CFd2B2","8UN6xo3dIglprDGmtI7G","2","0","0","0",".",".","0","1",".",".",".","0","0",".","1","1","0","1","0","1","0","0",".",".","1",".","1","0","0","1",".",".","1",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".","0","0",".",".",".","0",".",".",".",".",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".",".",".","."
"TA2wCtFBJseeedB2U4UKAmjhvRQ2","bZqgU8pUZ5v06ehZTI61","2","0","0","0",".",".","0","1","0",".",".","0","0",".","1","0","0","0","0","0","0","1",".",".","0",".","0","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".","0",".","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0","0","1",".","."
"p3rMu5Qhs0bWiYK2l0uVXtoKoXG2","ylJMAq2b6zxBjQg1rYJg","2","1","0","1","0","1","1","1",".",".",".","1","0",".","1","1","0","1","0","1","0","0",".","0","1",".","1","1","0","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".","0",".",".",".","."
"BhTeWUZjXlggA5ffLMK1cVqST7c2","muVl2rzMqxfNQ57lQsbf","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","1","1","1","1","1",".",".",".",".",".",".",".","1",".","1",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","0","1",".",".",".",".",".",".",".","1",".",".",".","."
"IKuoQkdXIvb2RlGEjBR2Q2o36mS2","QjsI6mL5qrPIiCp76jPO","7","0","1","1",".","1","1","1",".",".",".","1","1",".","0","1","1","1","1","1","1","0","1",".","1",".","1","0","1","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1","."
"HkHLpVU0cQfMSpQVuE5kEaCVqvR2","WknBFnp0DhUqHPIDVFyv","2","1","1","1","1",".","1","1",".",".",".","1","1",".","0","1","1","1","0","0","0","0",".",".","1",".","0","0","1","0","1",".",".","0","1",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".","."
"V8qXyaS32uR13qO4KChwaw3eDcT2","CHnHYdCfVBUUu0ytmInb","1","0","1","1",".",".","0","0","1",".",".","0","0",".","0","0","0","0","0","0","0","1",".",".","0",".","1","0","0","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","0",".","0",".",".",".",".",".",".","0","0",".",".",".",".",".",".","0","."
"whyD5zuKxKW5OjW87Da5XwjijHo1","pZrNmBl8QpxFjuAf7fwn","3","1","0","1",".",".","1","1",".",".",".","1","0",".","1","1","0","1","1","0","1","1",".",".","1",".","0","0","0","0",".",".",".","1",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1","1","0",".",".",".",".",".","0",".",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".","1","."
"iLCS1CMnWAYv4yLcexpFW3PwYjB3","YK48G2ZvFs3CBdTxC2lI","2","1","0","1",".",".","1","0",".",".",".","0","1",".","0","1","1","0","0","0","1","0","0",".","1","1","1","0","1","1",".",".","0",".",".",".",".","0",".",".","1",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"RpSaNOaxrsVdjySPPILAibyPX2I3","9vsVXex33Fby23gq5YpW","3","1","0","1",".",".","0","1",".",".","1","1","1",".","0","1","1","1","1","1","0","0",".",".","0",".","0","1","0","0",".",".",".",".","0",".",".",".",".","0","1","0",".",".",".",".","1","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"uhLvRECBc1VnwQtAkCOxT34coHj2","g4Q2sGtehGZpjXBk6HTE","3","0","1","1",".",".","1","1",".",".",".","0","1",".","0","1","1","1","1","1","1","1",".",".","1",".","0","0","0","1",".",".",".",".","0",".",".",".",".",".","1",".",".","1",".",".",".",".","1","1","1","1",".","1",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"EboNCWiA3RcQRHwrjDhAxeLP2Yo1","KvAPZUE7I8J7iEBh201L","5","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","0","1","1",".",".","1",".",".",".",".","0","1",".",".","1",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1","."
"fdGuNeGunzMB6nU7JciJI8Ap5yv2","6OC5VMYL1MZHAXw3SP4G","2","1","0","0",".",".","1","1",".",".",".","0","1","0","1","0","0","0","0","0","1","1",".",".","0","1","0","0","0","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".","0",".",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".","1",".","."
"tnhzSeyteCSDdCALHkStFauwEVj1","8k5DnUoMoYg9r0uHyO4H","1","1","1","1",".","0","0","0",".","1","0","1","1",".","0","1","1","0","0","0","0","0",".",".","0","1","1","0","1","1",".",".",".",".",".",".","0",".",".",".",".","0",".",".","0",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WMtsP0ixn3hf9NS0mfovHEPxysp2","AkYOMkw3vaOt6ewa3NEO","2","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","0","0","1","1",".",".","0",".","1","1","0","1",".","1",".",".",".",".",".",".","1",".",".",".",".",".","0",".","1","1","0",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","."
"DcZPysBD8dYmun42mYwG6nvU0hp1","d5OxvqrizOgM2MQJKLbF","2","1","1","1",".","0","0","1","1",".",".","1","1",".","0","1","1","1","0","1","1","1",".",".","1",".","0","0","1","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".","0",".",".",".",".",".","0",".","0",".","."
"LibI27BTFYavlt5JNyMu6ZO3ymB3","GoR6xb1qhtO4SXFR7Tjc","2","0","0","0","0",".","1","0","0",".",".","0","1",".","1","0","0","1","0","0","0","0",".",".","0",".","0","0","1","0",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".","."
"UPmqdjKcvJguawDQcJF9kTs0uhD2","uWb6NUf0fWy5rom3evFm","2","0","1","1",".",".","0","1",".","1",".","1","0",".","1","1","0","0","0","0","0","1",".",".","0",".","0","0","0","1","0","0",".",".",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","."
"2ZHQCQA09MdgSNjHAcp4ShtVpCr1","U11ZveFzX1Kz7k8EwXF2","2","0","0","1","0",".","0","0",".","0",".","0","0",".","0","1","1","1","0","1","0","0",".",".","0",".","1","0","0","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".",".",".","1",".",".",".",".",".",".",".",".","1",".","1","."
"kOkiuTwPT7WxddmPO4gmbszYfCv1","nJEyvlW8av27Q4ghg1wC","3","1","0","1",".",".","1","0",".",".",".","0","1",".","0","1","0","1","0","1","0","1",".",".","0",".","0","0","0","0",".",".",".",".",".",".",".",".",".","0","1","1","0",".",".",".","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1","0",".",".",".","."
"012kBqpi9ZV6lDc0P27w3M5rPJU2","MrM5IzGUELDmMFu0nFjr","3","0","0","1",".",".","1","1",".",".",".","0","1","0","0","0","0","0","0","1","0","0",".",".","0","1","0","0","0","0",".",".",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","1","0",".",".",".",".",".",".",".",".",".","."
"F83KWC8Z80PWxkFjseJ2nSsxboe2","4LloBsjxAYK7wXljJfAc","5","1","1","1","1",".","1","1","0",".","1","1","0",".","0","1","1","1","1","1","1","0",".",".","1",".","1","1","0","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".","0",".",".",".","0",".",".",".",".",".",".","1",".",".",".",".",".",".",".","."
"ettwDvE96PU4DR6TWgWj7qikIXF2","ohUykNhO7KyXqJg99cWL","3","0","1","1","1","1","1","1",".",".",".","1","1","1","0","1","1","1","1","1","0","1","0",".","1",".","1","0","1","1","0",".","0",".","0",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","."
"qB4GTqHfVzUogueJYPVFeDWYKhC2","enrF5pchciCpEabfp5Cc","3","1","1","1",".",".","0","1",".","1",".","0","1",".","0","1","1","1","0","1","1","0","0",".","1",".","1","0","0","0",".","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".","1",".",".",".",".",".","1",".",".",".","1","."
"FZxHISCFdTSNqATlGJJCQuHfKq72","Cbd2t7PSBD5d5i1LBlZM","7","0","1","1",".",".","1","1",".",".",".","0","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","1","1","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".","1",".",".",".",".",".","1",".",".",".","1",".","1",".",".","1",".",".","0",".",".",".",".",".",".",".","."
"JHnGq1UmzYPneBRNYOEAkqOGKD23","J8zv74ZD5Ryxmq1EQoxu","3","1","1","1","1",".","1","1","1","1",".","0","0",".","0","1","1","1","1","1","0","0",".",".","1",".","0","1","0","1",".",".",".",".",".","0",".",".",".","1",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".","."
"1M5MoIdNlzYVmFXe0Uopay62SgJ2","ES8F8Lrc8ZzRZVpArYle","3","1","1","1",".",".","1","1","1",".",".","1","1",".","0","1","1","1","1","1","1","0",".",".","1",".","1","0","0","1",".",".",".",".",".",".","1","1","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1","1",".",".",".",".","1",".",".",".",".","."
"HJeGiq1lTMNuBubw0sVTreUmtKz1","vfTeB3AZaiQIGyZ04Ad9","2","1","0","1",".",".","0","0",".",".",".","0","0",".","1","0","0","0","1","0","0","0",".",".","1",".","0","0","0","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1","0",".","0","1",".",".","."
"q2jlIXKA3scNcKZhJFe9HFmHbS33","IHxAbScsQVtEIoDZrPlL","2","0","0","0",".",".","1","0",".",".",".","0","1",".","1","0","0","1","0","1","1","0","0","0","0",".","0","0","1","0","0",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".","1",".",".",".","."
"Eag3XoeugOO5Db5zf0raiI4jvrg1","tzEgPE3kABEgYlPDAGPU","2","0","0","0",".",".","0","0",".",".",".","0","0",".","0","0","1","0","1","1","0","0",".",".","0",".","0","1","0","1","0",".",".","0",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".","0",".",".","."
"957DYD8lQHSQGvLdGBomnLdH6iE3","N4NXUYXLVfYWB77EFnLV","3","1","1","1",".",".","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1","0","1","0","1","0",".",".",".",".",".",".",".","0",".","1",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".","1",".","."
"p9PzIDOLAORR8ABeSqcB6Xfy7642","AmzR4nM4W2YYQGI4PPWk","2","0","0","0",".","0","0","0",".",".",".","0","0",".","0","0","0","0","1","1","0","0",".",".","0",".","0","0","0","0",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".",".",".","1","0",".",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".","."
"3kpoQsWQlON0tpgMDlNjGI4tZ7N2","6a6sZJK1j3LnfLriEzlV","2","1","1","1",".",".","0","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","0","1","1",".",".",".",".",".",".",".",".","1",".",".",".",".","1","1",".","1",".",".",".","0",".",".",".",".",".",".",".",".",".","0","1","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","."
"Q8l9k7EQ1AN16PCOYHZ9cfgJwVt2","gRBuWeb8aTYHlzcj2iIi","3","1","1","1",".",".","0","0",".",".",".","0","1",".","1","1","1","1","1","0","1","0",".",".","0",".","1","1","0","1",".","0","1",".",".","0",".",".",".",".",".",".","0","0",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".",".",".","."
"qiXkniQTkCgaXTbA2VUHMINkiO62","fs7OqFTRmbHVAvQ9XAlZ","5","1","1","1",".","0","1","1",".","1",".","1","1",".","1","1","1","1","0","1","1","0",".",".","1",".","1","0","1","1",".",".",".","1",".","1",".",".","1",".",".",".",".",".",".","0",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","."
"nX88Is22e0bhaKMzSBah720XSKd2","3vdnXcfz9cjZ3OyWaie0","2","0","1","0",".",".","0","0",".",".",".","0","1",".","1","0","1","0","1","0","0","0",".",".","0",".","0","0","1","0","1",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1","0",".",".","0",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0","."
"Yi9AKElqS6Yvlr04mcYhoPBDyWo1","vCqyConvXZ6MzzI0o9iU","2","0","0","0",".",".","0","1",".",".",".","0","1",".","0","0","1","1","0","0","1","0",".",".","1","0","0","1","0","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0","0","0",".","0",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".","1",".",".","."
"NSsI3FDiTkNsAyiyi7E6GgWx5oQ2","FSPeNljqMUNCDrCBUQwT","3","0","0","1","0","0","0","1",".",".",".","1","1",".","1","1","1","1","1","1","1","0","1",".","1",".","1","1","1","1","0","0",".",".",".","0",".",".",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1PvJIEw1ZnODT92Z1cqY9kngGzr2","A4OnHQzFBkXo3SrFfugK","8","1","1","0","1",".","0","1",".",".",".","1","1",".","1","1","1","1","1","1","1","0",".",".","1","0","0","0","0","0","0",".",".",".",".","1",".",".",".","1",".",".",".","1",".",".",".",".",".",".","1",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","."
"K1eThPksTeaSxQUwWy67eDUXIK23","FZp1AoFfjgxH91JcNIZL","6","1","1","0",".",".","1","1","1",".","0","1","1",".","1","1","1","1","1","1","1","0",".",".","1",".","1","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","."
"hzpF2e4vxnSvLbLFQOpftyqfSLq1","093aeh09BoDW7oKvuRav","7","1","0","1",".","1","1","1",".",".",".","1","1",".","1","1","1","1","1","1","1","1",".",".","1",".","1","1","1","1","1",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".",".","."
"ARj92U9I2mMYOb9aaVdwoQauScg1","ygoWyXMG3pQvu4RUXNby","1","1","0","1","0","1","0","0","0",".",".","0","0",".","0","0","1","0","0","0","0","1",".",".","1",".","0","1","0","1",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".","0","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","."
